id,grid_solution,steps
lgp-test-5x2-8,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""peter"", ""cooking""], [""2"", ""arnold"", ""knitting""], [""3"", ""eric"", ""painting""], [""4"", ""alice"", ""photography""], [""5"", ""bob"", ""gardening""]]}",22
lgp-test-4x6-32,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby"", ""People own unique car models"", ""Everyone has something unique for lunch"", ""Each person has an occupation"", ""They all have a unique favorite flower""], ""rows"": [[""1"", ""alice"", ""gardening"", ""honda civic"", ""grilled cheese"", ""artist"", ""carnations""], [""2"", ""arnold"", ""cooking"", ""tesla model 3"", ""pizza"", ""doctor"", ""lilies""], [""3"", ""eric"", ""photography"", ""toyota camry"", ""stew"", ""teacher"", ""roses""], [""4"", ""peter"", ""painting"", ""ford f150"", ""spaghetti"", ""engineer"", ""daffodils""]]}",62
lgp-test-6x3-13,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite book genres"", ""Each person has an occupation""], ""rows"": [[""1"", ""carol"", ""mystery"", ""doctor""], [""2"", ""bob"", ""science fiction"", ""artist""], [""3"", ""eric"", ""historical fiction"", ""nurse""], [""4"", ""alice"", ""fantasy"", ""lawyer""], [""5"", ""arnold"", ""biography"", ""teacher""], [""6"", ""peter"", ""romance"", ""engineer""]]}",24977
lgp-test-4x6-23,"{""header"": [""House"", ""Each person has a unique name"", ""People use unique phone models"", ""The people are of nationalities"", ""People have unique favorite sports"", ""Each person has a favorite color"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""peter"", ""iphone 13"", ""swede"", ""soccer"", ""red"", ""cherry""], [""2"", ""arnold"", ""oneplus 9"", ""norwegian"", ""tennis"", ""green"", ""dragonfruit""], [""3"", ""eric"", ""google pixel 6"", ""brit"", ""basketball"", ""white"", ""desert""], [""4"", ""alice"", ""samsung galaxy s21"", ""dane"", ""swimming"", ""yellow"", ""watermelon""]]}",67
lgp-test-2x5-2,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby"", ""People own unique car models"", ""People have unique favorite music genres"", ""Each person has a unique type of pet""], ""rows"": [[""1"", ""arnold"", ""photography"", ""tesla model 3"", ""rock"", ""cat""], [""2"", ""eric"", ""gardening"", ""ford f150"", ""pop"", ""dog""]]}",14
lgp-test-4x2-13,"{""header"": [""House"", ""Each person has a unique name"", ""The people keep unique animals""], ""rows"": [[""1"", ""arnold"", ""cat""], [""2"", ""alice"", ""horse""], [""3"", ""peter"", ""bird""], [""4"", ""eric"", ""fish""]]}",17
lgp-test-3x3-0,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education"", ""Each person has an occupation""], ""rows"": [[""1"", ""peter"", ""high school"", ""teacher""], [""2"", ""arnold"", ""associate"", ""engineer""], [""3"", ""eric"", ""bachelor"", ""doctor""]]}",17
lgp-test-5x5-3,"{""header"": [""House"", ""Each person has a unique name"", ""They all have a unique favorite flower"", ""Each person has an occupation"", ""Everyone has a favorite smoothie"", ""People own unique car models""], ""rows"": [[""1"", ""alice"", ""tulips"", ""teacher"", ""desert"", ""ford f150""], [""2"", ""bob"", ""carnations"", ""lawyer"", ""cherry"", ""toyota camry""], [""3"", ""peter"", ""roses"", ""doctor"", ""watermelon"", ""tesla model 3""], [""4"", ""arnold"", ""lilies"", ""artist"", ""lime"", ""bmw 3 series""], [""5"", ""eric"", ""daffodils"", ""engineer"", ""dragonfruit"", ""honda civic""]]}",380
lgp-test-5x2-9,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique birthday month""], ""rows"": [[""1"", ""peter"", ""mar""], [""2"", ""alice"", ""feb""], [""3"", ""eric"", ""april""], [""4"", ""bob"", ""sept""], [""5"", ""arnold"", ""jan""]]}",21
lgp-test-5x6-6,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation"", ""Each person has a unique level of education"", ""Each person has a favorite color"", ""People use unique phone models"", ""Everyone has something unique for lunch""], ""rows"": [[""1"", ""peter"", ""camping"", ""high school"", ""white"", ""iphone 13"", ""spaghetti""], [""2"", ""bob"", ""mountain"", ""bachelor"", ""blue"", ""huawei p50"", ""stir fry""], [""3"", ""eric"", ""city"", ""doctorate"", ""yellow"", ""samsung galaxy s21"", ""pizza""], [""4"", ""alice"", ""cruise"", ""master"", ""green"", ""oneplus 9"", ""stew""], [""5"", ""arnold"", ""beach"", ""associate"", ""red"", ""google pixel 6"", ""grilled cheese""]]}",52760
lgp-test-2x6-30,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""Each person has a unique type of pet"", ""People have unique heights"", ""Each person has a unique birthday month"", ""People have unique favorite sports""], ""rows"": [[""1"", ""eric"", ""pall mall"", ""cat"", ""short"", ""april"", ""soccer""], [""2"", ""arnold"", ""prince"", ""dog"", ""very short"", ""sept"", ""basketball""]]}",19
lgp-test-2x4-2,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house"", ""Everyone has a unique favorite cigar"", ""Each person has an occupation""], ""rows"": [[""1"", ""arnold"", ""victorian"", ""pall mall"", ""doctor""], [""2"", ""eric"", ""colonial"", ""prince"", ""engineer""]]}",9
lgp-test-4x5-0,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a favorite smoothie"", ""Everyone has a unique favorite cigar"", ""People have unique heights"", ""People use unique phone models""], ""rows"": [[""1"", ""eric"", ""dragonfruit"", ""pall mall"", ""average"", ""samsung galaxy s21""], [""2"", ""peter"", ""desert"", ""blue master"", ""very short"", ""iphone 13""], [""3"", ""alice"", ""watermelon"", ""prince"", ""tall"", ""oneplus 9""], [""4"", ""arnold"", ""cherry"", ""dunhill"", ""short"", ""google pixel 6""]]}",148
lgp-test-6x3-36,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a favorite smoothie"", ""The people keep unique animals""], ""rows"": [[""1"", ""peter"", ""watermelon"", ""cat""], [""2"", ""alice"", ""desert"", ""fish""], [""3"", ""arnold"", ""dragonfruit"", ""dog""], [""4"", ""eric"", ""blueberry"", ""bird""], [""5"", ""bob"", ""cherry"", ""horse""], [""6"", ""carol"", ""lime"", ""rabbit""]]}",125
lgp-test-6x2-5,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation""], ""rows"": [[""1"", ""alice"", ""mountain""], [""2"", ""eric"", ""camping""], [""3"", ""peter"", ""cultural""], [""4"", ""carol"", ""city""], [""5"", ""bob"", ""cruise""], [""6"", ""arnold"", ""beach""]]}",187
lgp-test-5x6-23,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education"", ""People use unique phone models"", ""People have unique favorite music genres"", ""The people keep unique animals"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""peter"", ""doctorate"", ""iphone 13"", ""rock"", ""dog"", ""gardening""], [""2"", ""alice"", ""high school"", ""samsung galaxy s21"", ""hip hop"", ""cat"", ""knitting""], [""3"", ""arnold"", ""master"", ""oneplus 9"", ""jazz"", ""bird"", ""painting""], [""4"", ""eric"", ""associate"", ""huawei p50"", ""classical"", ""fish"", ""cooking""], [""5"", ""bob"", ""bachelor"", ""google pixel 6"", ""pop"", ""horse"", ""photography""]]}",42272
lgp-test-4x4-34,"{""header"": [""House"", ""Each person has a unique name"", ""People own unique car models"", ""Everyone has a unique favorite cigar"", ""People have unique favorite sports""], ""rows"": [[""1"", ""alice"", ""ford f150"", ""pall mall"", ""basketball""], [""2"", ""peter"", ""honda civic"", ""prince"", ""soccer""], [""3"", ""eric"", ""toyota camry"", ""dunhill"", ""tennis""], [""4"", ""arnold"", ""tesla model 3"", ""blue master"", ""swimming""]]}",77
lgp-test-4x4-8,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique heights"", ""Everyone has a favorite smoothie"", ""They all have a unique favorite flower""], ""rows"": [[""1"", ""peter"", ""very short"", ""dragonfruit"", ""lilies""], [""2"", ""alice"", ""tall"", ""cherry"", ""daffodils""], [""3"", ""eric"", ""short"", ""desert"", ""roses""], [""4"", ""arnold"", ""average"", ""watermelon"", ""carnations""]]}",59
lgp-test-6x3-7,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a favorite color"", ""Each person has a unique birthday month""], ""rows"": [[""1"", ""carol"", ""blue"", ""jan""], [""2"", ""eric"", ""purple"", ""april""], [""3"", ""peter"", ""green"", ""may""], [""4"", ""alice"", ""red"", ""sept""], [""5"", ""arnold"", ""white"", ""feb""], [""6"", ""bob"", ""yellow"", ""mar""]]}",2150
lgp-test-5x3-32,"{""header"": [""House"", ""Each person has a unique name"", ""They all have a unique favorite flower"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""bob"", ""daffodils"", ""timothy""], [""2"", ""alice"", ""carnations"", ""meredith""], [""3"", ""eric"", ""lilies"", ""fred""], [""4"", ""peter"", ""roses"", ""bella""], [""5"", ""arnold"", ""tulips"", ""samantha""]]}",19
lgp-test-2x3-18,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a favorite smoothie"", ""People use unique phone models""], ""rows"": [[""1"", ""arnold"", ""desert"", ""samsung galaxy s21""], [""2"", ""eric"", ""cherry"", ""iphone 13""]]}",7
lgp-test-3x5-1,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house"", ""People have unique favorite sports"", ""Everyone has a favorite smoothie"", ""People have unique heights""], ""rows"": [[""1"", ""eric"", ""colonial"", ""tennis"", ""cherry"", ""average""], [""2"", ""peter"", ""ranch"", ""basketball"", ""watermelon"", ""short""], [""3"", ""arnold"", ""victorian"", ""soccer"", ""desert"", ""very short""]]}",34
lgp-test-5x4-11,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique heights"", ""People own unique car models"", ""People use unique phone models""], ""rows"": [[""1"", ""bob"", ""short"", ""tesla model 3"", ""iphone 13""], [""2"", ""alice"", ""very tall"", ""honda civic"", ""samsung galaxy s21""], [""3"", ""peter"", ""very short"", ""toyota camry"", ""huawei p50""], [""4"", ""eric"", ""average"", ""bmw 3 series"", ""oneplus 9""], [""5"", ""arnold"", ""tall"", ""ford f150"", ""google pixel 6""]]}",254
lgp-test-4x5-35,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite book genres"", ""People have unique heights"", ""Everyone has a favorite smoothie"", ""Each person has a favorite color""], ""rows"": [[""1"", ""arnold"", ""science fiction"", ""short"", ""watermelon"", ""red""], [""2"", ""eric"", ""fantasy"", ""very short"", ""desert"", ""yellow""], [""3"", ""peter"", ""mystery"", ""tall"", ""dragonfruit"", ""white""], [""4"", ""alice"", ""romance"", ""average"", ""cherry"", ""green""]]}",42
lgp-test-4x6-33,"{""header"": [""House"", ""Each person has a unique name"", ""The people keep unique animals"", ""Each person has a favorite color"", ""Each person prefers a unique type of vacation"", ""Everyone has something unique for lunch"", ""People have unique favorite sports""], ""rows"": [[""1"", ""peter"", ""horse"", ""green"", ""city"", ""pizza"", ""soccer""], [""2"", ""eric"", ""fish"", ""red"", ""cruise"", ""spaghetti"", ""basketball""], [""3"", ""arnold"", ""cat"", ""yellow"", ""beach"", ""stew"", ""swimming""], [""4"", ""alice"", ""bird"", ""white"", ""mountain"", ""grilled cheese"", ""tennis""]]}",78
lgp-test-6x2-37,"{""header"": [""House"", ""Each person has a unique name"", ""People own unique car models""], ""rows"": [[""1"", ""carol"", ""bmw 3 series""], [""2"", ""peter"", ""tesla model 3""], [""3"", ""alice"", ""chevrolet silverado""], [""4"", ""arnold"", ""ford f150""], [""5"", ""eric"", ""honda civic""], [""6"", ""bob"", ""toyota camry""]]}",291
lgp-test-3x2-22,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house""], ""rows"": [[""1"", ""arnold"", ""colonial""], [""2"", ""eric"", ""victorian""], [""3"", ""peter"", ""ranch""]]}",7
lgp-test-3x4-23,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation"", ""Each person lives in a unique style of house"", ""People have unique heights""], ""rows"": [[""1"", ""peter"", ""city"", ""victorian"", ""short""], [""2"", ""arnold"", ""mountain"", ""ranch"", ""average""], [""3"", ""eric"", ""beach"", ""colonial"", ""very short""]]}",26
lgp-test-5x4-36,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a favorite color"", ""Each mother is accompanied by their child"", ""They all have a unique favorite flower""], ""rows"": [[""1"", ""arnold"", ""white"", ""bella"", ""lilies""], [""2"", ""peter"", ""green"", ""meredith"", ""daffodils""], [""3"", ""alice"", ""blue"", ""samantha"", ""tulips""], [""4"", ""bob"", ""red"", ""fred"", ""carnations""], [""5"", ""eric"", ""yellow"", ""timothy"", ""roses""]]}",454
lgp-test-2x5-38,"{""header"": [""House"", ""Each person has a unique name"", ""They all have a unique favorite flower"", ""The mothers' names in different houses are unique"", ""Each person has a unique birthday month"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""arnold"", ""carnations"", ""holly"", ""april"", ""mystery""], [""2"", ""eric"", ""daffodils"", ""aniya"", ""sept"", ""science fiction""]]}",11
lgp-test-4x4-18,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""Everyone has something unique for lunch"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""eric"", ""prince"", ""spaghetti"", ""romance""], [""2"", ""arnold"", ""pall mall"", ""grilled cheese"", ""science fiction""], [""3"", ""alice"", ""blue master"", ""pizza"", ""mystery""], [""4"", ""peter"", ""dunhill"", ""stew"", ""fantasy""]]}",85
lgp-test-4x6-9,"{""header"": [""House"", ""Each person has a unique name"", ""They all have a unique favorite flower"", ""People have unique heights"", ""The mothers' names in different houses are unique"", ""Each person has an occupation"", ""People have unique favorite sports""], ""rows"": [[""1"", ""arnold"", ""lilies"", ""tall"", ""kailyn"", ""teacher"", ""tennis""], [""2"", ""peter"", ""carnations"", ""average"", ""janelle"", ""doctor"", ""basketball""], [""3"", ""eric"", ""roses"", ""very short"", ""holly"", ""engineer"", ""swimming""], [""4"", ""alice"", ""daffodils"", ""short"", ""aniya"", ""artist"", ""soccer""]]}",3725
lgp-test-6x4-17,"{""header"": [""House"", ""Each person has a unique name"", ""The people are of nationalities"", ""People have unique favorite music genres"", ""Each person has a unique level of education""], ""rows"": [[""1"", ""bob"", ""german"", ""classical"", ""master""], [""2"", ""eric"", ""norwegian"", ""hip hop"", ""associate""], [""3"", ""alice"", ""dane"", ""rock"", ""doctorate""], [""4"", ""carol"", ""brit"", ""country"", ""trade school""], [""5"", ""peter"", ""chinese"", ""pop"", ""bachelor""], [""6"", ""arnold"", ""swede"", ""jazz"", ""high school""]]}",59
lgp-test-3x4-12,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique type of pet"", ""Each person has a unique hobby"", ""People have unique favorite music genres""], ""rows"": [[""1"", ""eric"", ""cat"", ""gardening"", ""classical""], [""2"", ""peter"", ""fish"", ""photography"", ""rock""], [""3"", ""arnold"", ""dog"", ""cooking"", ""pop""]]}",20
lgp-test-4x3-25,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a favorite smoothie"", ""Each person has a favorite color""], ""rows"": [[""1"", ""peter"", ""desert"", ""white""], [""2"", ""alice"", ""cherry"", ""green""], [""3"", ""arnold"", ""watermelon"", ""yellow""], [""4"", ""eric"", ""dragonfruit"", ""red""]]}",16
